timestamp,hostname,process,pid,message
Feb  4 12:37:59,combo,snapd,639,"storehelpers.go:791: cannot refresh: snap has no updates available: ""bare"", ""core20"", ""core22"", ""firefox"", ""gnome-3-38-2004"", ""gnome-42-2204"", ""gtk-common-themes"", ""snap-store"", ""snapd"", ""snapd-desktop-integration"""
Feb  4 12:40:38,combo,ubuntu-report,1787,"level=error msg=""data were not delivered successfully to metrics server, retrying in 1800s"""
Feb  4 12:42:54,combo,python3,18938,ansible-file Invoked with path=./SYSLOG/ state=directory recurse=False force=False follow=True modification_time_format=%Y%m%d%H%M.%S access_time_format=%Y%m%d%H%M.%S unsafe_writes=False _original_basename=None _diff_peek=None src=None modification_time=None access_time=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 12:42:55,combo,python3,18967,ansible-file Invoked with path=./SYSLOG//END DEVICE state=directory recurse=False force=False follow=True modification_time_format=%Y%m%d%H%M.%S access_time_format=%Y%m%d%H%M.%S unsafe_writes=False _original_basename=None _diff_peek=None src=None modification_time=None access_time=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 12:42:55,combo,python3,18993,ansible-file Invoked with path=./SYSLOG//INTERM DEVICE state=directory recurse=False force=False follow=True modification_time_format=%Y%m%d%H%M.%S access_time_format=%Y%m%d%H%M.%S unsafe_writes=False _original_basename=None _diff_peek=None src=None modification_time=None access_time=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 12:42:55,combo,python3,19019,"ansible-ansible.legacy.command Invoked with _raw_params=cat ""/var/log/syslog"" warn=True _uses_shell=False stdin_add_newline=True strip_empty_ends=True argv=None chdir=None executable=None creates=None removes=None stdin=None"
Feb  4 12:42:55,combo,python3,19046,ansible-ansible.legacy.stat Invoked with path=./SYSLOG//END DEVICE/syslog.txt follow=False get_checksum=True checksum_algorithm=sha1 get_md5=False get_mime=True get_attributes=True
Feb  4 12:42:56,combo,python3,19058,ansible-ansible.legacy.copy Invoked with dest=./SYSLOG//END DEVICE/syslog.txt src=/home/jkvcombo/.ansible/tmp/ansible-tmp-1707021775.6601703-19027-120193399048397/source _original_basename=tmpn42379r9 follow=False checksum=af08f492880527006df61ce35e69252b6db1e25a backup=False force=True unsafe_writes=False content=NOT_LOGGING_PARAMETER validate=None directory_mode=None remote_src=None local_follow=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 12:42:56,combo,python3,19084,"ansible-ansible.legacy.command Invoked with _raw_params=cat ""/var/log/syslog"" warn=True _uses_shell=False stdin_add_newline=True strip_empty_ends=True argv=None chdir=None executable=None creates=None removes=None stdin=None"
Feb  4 12:42:56,combo,python3,19111,ansible-ansible.legacy.stat Invoked with path=./SYSLOG//END DEVICE/syslog_remote.txt follow=False get_checksum=True checksum_algorithm=sha1 get_md5=False get_mime=True get_attributes=True
Feb  4 12:42:56,combo,python3,19123,ansible-ansible.legacy.copy Invoked with dest=./SYSLOG//END DEVICE/syslog_remote.txt src=/home/jkvcombo/.ansible/tmp/ansible-tmp-1707021776.4101589-19092-188689612499594/source _original_basename=tmpdsn8bsjf follow=False checksum=8b7cc5843c130673bc572817c584c7a8b97ad636 backup=False force=True unsafe_writes=False content=NOT_LOGGING_PARAMETER validate=None directory_mode=None remote_src=None local_follow=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 12:53:23,combo,gnome-shell,1934,"Window manager warning: Ping serial 15465276 was reused for window 0x120ae4c, previous use was for window 0x10000d5."
Feb  4 12:54:13,combo,python3,19367,ansible-file Invoked with path=./SYSLOG/ state=directory recurse=False force=False follow=True modification_time_format=%Y%m%d%H%M.%S access_time_format=%Y%m%d%H%M.%S unsafe_writes=False _original_basename=None _diff_peek=None src=None modification_time=None access_time=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 12:54:13,combo,python3,19396,ansible-file Invoked with path=./SYSLOG//END DEVICE state=directory recurse=False force=False follow=True modification_time_format=%Y%m%d%H%M.%S access_time_format=%Y%m%d%H%M.%S unsafe_writes=False _original_basename=None _diff_peek=None src=None modification_time=None access_time=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 12:54:14,combo,python3,19422,ansible-file Invoked with path=./SYSLOG//INTERM DEVICE state=directory recurse=False force=False follow=True modification_time_format=%Y%m%d%H%M.%S access_time_format=%Y%m%d%H%M.%S unsafe_writes=False _original_basename=None _diff_peek=None src=None modification_time=None access_time=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 12:54:14,combo,python3,19448,"ansible-ansible.legacy.command Invoked with _raw_params=cat ""/var/log/syslog"" warn=True _uses_shell=False stdin_add_newline=True strip_empty_ends=True argv=None chdir=None executable=None creates=None removes=None stdin=None"
Feb  4 12:54:14,combo,python3,19475,ansible-ansible.legacy.stat Invoked with path=./SYSLOG//END DEVICE/syslog.txt follow=False get_checksum=True checksum_algorithm=sha1 get_md5=False get_mime=True get_attributes=True
Feb  4 12:54:14,combo,python3,19487,ansible-ansible.legacy.copy Invoked with dest=./SYSLOG//END DEVICE/syslog.txt src=/home/jkvcombo/.ansible/tmp/ansible-tmp-1707022454.3826406-19456-189869052276102/source _original_basename=tmpl44nhg5n follow=False checksum=9f0fdab2045d4ad4af7242a7cffb17328f05c2dc backup=False force=True unsafe_writes=False content=NOT_LOGGING_PARAMETER validate=None directory_mode=None remote_src=None local_follow=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 12:54:14,combo,python3,19513,"ansible-ansible.legacy.command Invoked with _raw_params=cat ""/var/log/syslog"" warn=True _uses_shell=False stdin_add_newline=True strip_empty_ends=True argv=None chdir=None executable=None creates=None removes=None stdin=None"
Feb  4 12:54:15,combo,python3,19540,ansible-ansible.legacy.stat Invoked with path=./SYSLOG//END DEVICE/syslog_remote.txt follow=False get_checksum=True checksum_algorithm=sha1 get_md5=False get_mime=True get_attributes=True
Feb  4 12:54:15,combo,python3,19552,ansible-ansible.legacy.copy Invoked with dest=./SYSLOG//END DEVICE/syslog_remote.txt src=/home/jkvcombo/.ansible/tmp/ansible-tmp-1707022455.056622-19521-5455808696920/source _original_basename=tmpskj4g64r follow=False checksum=d337f797a497016cedb6d870667957c5e9435721 backup=False force=True unsafe_writes=False content=NOT_LOGGING_PARAMETER validate=None directory_mode=None remote_src=None local_follow=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 13:03:51,combo,python3,19918,ansible-file Invoked with path=./SYSLOG/ state=directory recurse=False force=False follow=True modification_time_format=%Y%m%d%H%M.%S access_time_format=%Y%m%d%H%M.%S unsafe_writes=False _original_basename=None _diff_peek=None src=None modification_time=None access_time=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 13:03:52,combo,python3,19944,ansible-file Invoked with path=./SYSLOG//END DEVICE state=directory recurse=False force=False follow=True modification_time_format=%Y%m%d%H%M.%S access_time_format=%Y%m%d%H%M.%S unsafe_writes=False _original_basename=None _diff_peek=None src=None modification_time=None access_time=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 13:03:52,combo,python3,19970,ansible-file Invoked with path=./SYSLOG//INTERM DEVICE state=directory recurse=False force=False follow=True modification_time_format=%Y%m%d%H%M.%S access_time_format=%Y%m%d%H%M.%S unsafe_writes=False _original_basename=None _diff_peek=None src=None modification_time=None access_time=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 13:03:52,combo,python3,19996,"ansible-ansible.legacy.command Invoked with _raw_params=cat ""/var/log/syslog"" warn=True _uses_shell=False stdin_add_newline=True strip_empty_ends=True argv=None chdir=None executable=None creates=None removes=None stdin=None"
Feb  4 13:03:52,combo,python3,20023,ansible-ansible.legacy.stat Invoked with path=./SYSLOG//END DEVICE/syslog.txt follow=False get_checksum=True checksum_algorithm=sha1 get_md5=False get_mime=True get_attributes=True
Feb  4 13:03:53,combo,python3,20035,ansible-ansible.legacy.copy Invoked with dest=./SYSLOG//END DEVICE/syslog.txt src=/home/jkvcombo/.ansible/tmp/ansible-tmp-1707023032.6979303-20004-227579856911830/source _original_basename=tmpedwxq5wd follow=False checksum=a66d0d1070ee3395cee46c7f1b252c28cfa2ffa2 backup=False force=True unsafe_writes=False content=NOT_LOGGING_PARAMETER validate=None directory_mode=None remote_src=None local_follow=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 13:03:53,combo,python3,20061,ansible-ansible.legacy.command Invoked with chdir=./SYSLOG//END DEVICE/ _raw_params=python3 converter.py warn=True _uses_shell=False stdin_add_newline=True strip_empty_ends=True argv=None executable=None creates=None removes=None stdin=None
Feb  4 13:08:47,combo,gsd-color,2125,unable to get EDID for xrandr-Virtual-1: unable to get EDID for output
Feb  4 13:08:47,combo,gsd-color,2125,message repeated 3 times: [ unable to get EDID for xrandr-Virtual-1: unable to get EDID for output]
Feb  4 13:08:47,combo,gnome-shell,1934,Window manager warning: Overwriting existing binding of keysym 32 with keysym 32 (keycode b).
Feb  4 13:08:47,combo,gnome-shell,1934,Window manager warning: Overwriting existing binding of keysym 31 with keysym 31 (keycode a).
Feb  4 13:08:47,combo,gnome-shell,1934,Window manager warning: Overwriting existing binding of keysym 33 with keysym 33 (keycode c).
Feb  4 13:08:47,combo,gnome-shell,1934,Window manager warning: Overwriting existing binding of keysym 34 with keysym 34 (keycode d).
Feb  4 13:08:47,combo,gnome-shell,1934,Window manager warning: Overwriting existing binding of keysym 35 with keysym 35 (keycode e).
Feb  4 13:08:47,combo,gnome-shell,1934,Window manager warning: Overwriting existing binding of keysym 36 with keysym 36 (keycode f).
Feb  4 13:08:47,combo,gnome-shell,1934,Window manager warning: Overwriting existing binding of keysym 37 with keysym 37 (keycode 10).
Feb  4 13:08:47,combo,gnome-shell,1934,Window manager warning: Overwriting existing binding of keysym 38 with keysym 38 (keycode 11).
Feb  4 13:08:47,combo,gnome-shell,1934,Window manager warning: Overwriting existing binding of keysym 39 with keysym 39 (keycode 12).
Feb  4 13:10:48,combo,ubuntu-report,1787,"level=error msg=""data were not delivered successfully to metrics server, retrying in 1800s"""
Feb  4 13:11:43,combo,python3,20378,ansible-file Invoked with path=./SYSLOG/ state=directory recurse=False force=False follow=True modification_time_format=%Y%m%d%H%M.%S access_time_format=%Y%m%d%H%M.%S unsafe_writes=False _original_basename=None _diff_peek=None src=None modification_time=None access_time=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 13:11:43,combo,python3,20407,ansible-file Invoked with path=./SYSLOG//END DEVICE state=directory recurse=False force=False follow=True modification_time_format=%Y%m%d%H%M.%S access_time_format=%Y%m%d%H%M.%S unsafe_writes=False _original_basename=None _diff_peek=None src=None modification_time=None access_time=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 13:11:43,combo,python3,20433,ansible-file Invoked with path=./SYSLOG//INTERM DEVICE state=directory recurse=False force=False follow=True modification_time_format=%Y%m%d%H%M.%S access_time_format=%Y%m%d%H%M.%S unsafe_writes=False _original_basename=None _diff_peek=None src=None modification_time=None access_time=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 13:11:43,combo,python3,20459,"ansible-ansible.legacy.command Invoked with _raw_params=cat ""/var/log/syslog"" warn=True _uses_shell=False stdin_add_newline=True strip_empty_ends=True argv=None chdir=None executable=None creates=None removes=None stdin=None"
Feb  4 13:11:44,combo,python3,20486,ansible-ansible.legacy.stat Invoked with path=./SYSLOG//END DEVICE/syslog.txt follow=False get_checksum=True checksum_algorithm=sha1 get_md5=False get_mime=True get_attributes=True
Feb  4 13:11:44,combo,python3,20498,ansible-ansible.legacy.copy Invoked with dest=./SYSLOG//END DEVICE/syslog.txt src=/home/jkvcombo/.ansible/tmp/ansible-tmp-1707023503.889127-20467-42104622830671/source _original_basename=tmpleugdofg follow=False checksum=ed9c706ff3d7788def2901415a69e1aeef37fbe7 backup=False force=True unsafe_writes=False content=NOT_LOGGING_PARAMETER validate=None directory_mode=None remote_src=None local_follow=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 13:11:44,combo,python3,20524,ansible-ansible.legacy.command Invoked with chdir=./ _raw_params=python3 converter.py warn=True _uses_shell=False stdin_add_newline=True strip_empty_ends=True argv=None executable=None creates=None removes=None stdin=None
Feb  4 13:15:10,combo,python3,20740,ansible-file Invoked with path=./SYSLOG/ state=directory recurse=False force=False follow=True modification_time_format=%Y%m%d%H%M.%S access_time_format=%Y%m%d%H%M.%S unsafe_writes=False _original_basename=None _diff_peek=None src=None modification_time=None access_time=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 13:15:10,combo,python3,20767,ansible-file Invoked with path=./SYSLOG//END DEVICE state=directory recurse=False force=False follow=True modification_time_format=%Y%m%d%H%M.%S access_time_format=%Y%m%d%H%M.%S unsafe_writes=False _original_basename=None _diff_peek=None src=None modification_time=None access_time=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 13:15:10,combo,python3,20793,ansible-file Invoked with path=./SYSLOG//INTERM DEVICE state=directory recurse=False force=False follow=True modification_time_format=%Y%m%d%H%M.%S access_time_format=%Y%m%d%H%M.%S unsafe_writes=False _original_basename=None _diff_peek=None src=None modification_time=None access_time=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 13:15:10,combo,python3,20819,"ansible-ansible.legacy.command Invoked with _raw_params=cat ""/var/log/syslog"" warn=True _uses_shell=False stdin_add_newline=True strip_empty_ends=True argv=None chdir=None executable=None creates=None removes=None stdin=None"
Feb  4 13:15:11,combo,python3,20846,ansible-ansible.legacy.stat Invoked with path=./SYSLOG//END DEVICE/syslog.txt follow=False get_checksum=True checksum_algorithm=sha1 get_md5=False get_mime=True get_attributes=True
Feb  4 13:15:11,combo,python3,20860,ansible-ansible.legacy.copy Invoked with dest=./SYSLOG//END DEVICE/syslog.txt src=/home/jkvcombo/.ansible/tmp/ansible-tmp-1707023710.9324162-20827-230935434121645/source _original_basename=tmpzd9xmwk4 follow=False checksum=1af9ad1cfd6a405479bd8b2fd50ca9c00dc81814 backup=False force=True unsafe_writes=False content=NOT_LOGGING_PARAMETER validate=None directory_mode=None remote_src=None local_follow=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 13:15:11,combo,python3,20886,ansible-ansible.legacy.command Invoked with chdir=./ _raw_params=python3 converter.py warn=True _uses_shell=False stdin_add_newline=True strip_empty_ends=True argv=None executable=None creates=None removes=None stdin=None
Feb  4 13:17:01,combo,CRON,20925,(root) CMD (   cd / && run-parts --report /etc/cron.hourly)
Feb  4 13:19:32,combo,python3,21053,ansible-file Invoked with path=./SYSLOG/ state=directory recurse=False force=False follow=True modification_time_format=%Y%m%d%H%M.%S access_time_format=%Y%m%d%H%M.%S unsafe_writes=False _original_basename=None _diff_peek=None src=None modification_time=None access_time=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 13:19:33,combo,python3,21079,ansible-file Invoked with path=./SYSLOG//END DEVICE state=directory recurse=False force=False follow=True modification_time_format=%Y%m%d%H%M.%S access_time_format=%Y%m%d%H%M.%S unsafe_writes=False _original_basename=None _diff_peek=None src=None modification_time=None access_time=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 13:19:33,combo,python3,21105,ansible-file Invoked with path=./SYSLOG//INTERM DEVICE state=directory recurse=False force=False follow=True modification_time_format=%Y%m%d%H%M.%S access_time_format=%Y%m%d%H%M.%S unsafe_writes=False _original_basename=None _diff_peek=None src=None modification_time=None access_time=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 13:19:33,combo,python3,21131,"ansible-ansible.legacy.command Invoked with _raw_params=cat ""/var/log/syslog"" warn=True _uses_shell=False stdin_add_newline=True strip_empty_ends=True argv=None chdir=None executable=None creates=None removes=None stdin=None"
Feb  4 13:19:34,combo,python3,21158,ansible-ansible.legacy.stat Invoked with path=./SYSLOG//END DEVICE/syslog.txt follow=False get_checksum=True checksum_algorithm=sha1 get_md5=False get_mime=True get_attributes=True
Feb  4 13:19:34,combo,python3,21170,ansible-ansible.legacy.copy Invoked with dest=./SYSLOG//END DEVICE/syslog.txt src=/home/jkvcombo/.ansible/tmp/ansible-tmp-1707023973.8527102-21139-142451704827048/source _original_basename=tmp37cz19zw follow=False checksum=e5b78f2267e6b6fa7d4641bd13e4b8eece293d48 backup=False force=True unsafe_writes=False content=NOT_LOGGING_PARAMETER validate=None directory_mode=None remote_src=None local_follow=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 13:19:34,combo,python3,21196,ansible-ansible.legacy.command Invoked with chdir=./SYSLOG//END DEVICE/ _raw_params=python3 converter.py warn=True _uses_shell=False stdin_add_newline=True strip_empty_ends=True argv=None executable=None creates=None removes=None stdin=None
Feb  4 13:20:58,combo,python3,21358,ansible-file Invoked with path=./SYSLOG/ state=directory recurse=False force=False follow=True modification_time_format=%Y%m%d%H%M.%S access_time_format=%Y%m%d%H%M.%S unsafe_writes=False _original_basename=None _diff_peek=None src=None modification_time=None access_time=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 13:20:58,combo,python3,21387,ansible-file Invoked with path=./SYSLOG//END DEVICE state=directory recurse=False force=False follow=True modification_time_format=%Y%m%d%H%M.%S access_time_format=%Y%m%d%H%M.%S unsafe_writes=False _original_basename=None _diff_peek=None src=None modification_time=None access_time=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 13:20:58,combo,python3,21413,ansible-file Invoked with path=./SYSLOG//INTERM DEVICE state=directory recurse=False force=False follow=True modification_time_format=%Y%m%d%H%M.%S access_time_format=%Y%m%d%H%M.%S unsafe_writes=False _original_basename=None _diff_peek=None src=None modification_time=None access_time=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 13:20:58,combo,python3,21439,"ansible-ansible.legacy.command Invoked with _raw_params=cat ""/var/log/syslog"" warn=True _uses_shell=False stdin_add_newline=True strip_empty_ends=True argv=None chdir=None executable=None creates=None removes=None stdin=None"
Feb  4 13:20:59,combo,python3,21466,ansible-ansible.legacy.stat Invoked with path=./SYSLOG//END DEVICE/syslog.txt follow=False get_checksum=True checksum_algorithm=sha1 get_md5=False get_mime=True get_attributes=True
Feb  4 13:20:59,combo,python3,21478,ansible-ansible.legacy.copy Invoked with dest=./SYSLOG//END DEVICE/syslog.txt src=/home/jkvcombo/.ansible/tmp/ansible-tmp-1707024058.8954878-21447-37488950463898/source _original_basename=tmplubxqf8x follow=False checksum=fbc08bb251b8fefefe66bba70124f1a2b2a195b2 backup=False force=True unsafe_writes=False content=NOT_LOGGING_PARAMETER validate=None directory_mode=None remote_src=None local_follow=None mode=None owner=None group=None seuser=None serole=None selevel=None setype=None attributes=None
Feb  4 13:20:59,combo,python3,21504,ansible-ansible.legacy.command Invoked with chdir=./ _raw_params=python3 converter.py warn=True _uses_shell=False stdin_add_newline=True strip_empty_ends=True argv=None executable=None creates=None removes=None stdin=None
Feb  4 13:27:06,combo,update-notifier,3945,gtk_widget_get_scale_factor: assertion 'GTK_IS_WIDGET (widget)' failed
Feb  4 13:27:06,combo,update-notifier,3945,gtk_widget_get_scale_factor: assertion 'GTK_IS_WIDGET (widget)' failed
Feb  4 13:27:08,combo,dbus-daemon,603,"[system] Activating via systemd: service name='net.reactivated.Fprint' unit='fprintd.service' requested by ':1.82' (uid=1000 pid=1934 comm=""/usr/bin/gnome-shell "" label=""unconfined"")"
Feb  4 13:27:08,combo,systemd,1,Starting Fingerprint Authentication Daemon...
Feb  4 13:27:08,combo,dbus-daemon,603,[system] Successfully activated service 'net.reactivated.Fprint'
Feb  4 13:27:08,combo,systemd,1,Started Fingerprint Authentication Daemon.
Feb  4 13:27:08,combo,gnome-shell,1934,JS ERROR: Failed to initialize fprintd service: Gio.IOErrorEnum: GDBus.Error:net.reactivated.Fprint.Error.NoSuchDevice: No devices available#012asyncCallback@resource:///org/gnome/gjs/modules/core/overrides/Gio.js:114:23
Feb  4 13:27:14,combo,dbus-daemon,1810,"[session uid=1000 pid=1810] Activating service name='org.freedesktop.FileManager1' requested by ':1.19' (uid=1000 pid=1934 comm=""/usr/bin/gnome-shell "" label=""unconfined"")"
Feb  4 13:27:14,combo,NetworkManager,606,"<info>  [1707024434.2680] agent-manager: agent[f62cf178a84db7a8,:1.82/org.gnome.Shell.NetworkAgent/1000]: agent registered"
Feb  4 13:27:14,combo,ubuntu-appindicators@ubuntu.com,1934,unable to update icon for software-update-available
Feb  4 13:27:14,combo,ubuntu-appindicators@ubuntu.com,1934,unable to update icon for livepatch
Feb  4 13:27:14,combo,dbus-daemon,1810,[session uid=1000 pid=1810] Successfully activated service 'org.freedesktop.FileManager1'
Feb  4 13:27:14,combo,dbus-daemon,1810,"[session uid=1000 pid=1810] Activating service name='org.gnome.ArchiveManager1' requested by ':1.1024' (uid=1000 pid=21613 comm=""gjs /usr/share/gnome-shell/extensions/ding@rasters"" label=""unconfined"")"
Feb  4 13:27:14,combo,gnome-shell,1934,Window manager warning: Overwriting existing binding of keysym 31 with keysym 31 (keycode a).
Feb  4 13:27:14,combo,gnome-shell,1934,Window manager warning: Overwriting existing binding of keysym 33 with keysym 33 (keycode c).
Feb  4 13:27:14,combo,gnome-shell,1934,Window manager warning: Overwriting existing binding of keysym 34 with keysym 34 (keycode d).
Feb  4 13:27:14,combo,gnome-shell,1934,Window manager warning: Overwriting existing binding of keysym 35 with keysym 35 (keycode e).
